rank,lat,lon,returns,dwell,nscen,d_fixed_m,fixed_class,d_radar_m,d_shore_m,d_aid_m,d_ownship_m,d_ais_m,in_coverage,in_moorarea,class
802,42.359370,-71.029842,5,0.623,1,93.3,PILPNT,93.3,157.8,121.2,411.0,207.0,1,0,UNKNOWN_INCOV
803,42.364803,-71.042633,5,0.529,1,76.3,SLCONS,76.3,76.3,775.3,270.7,258.3,1,0,UNKNOWN_INCOV
804,42.353583,-71.028666,5,0.508,1,420.9,SLCONS,404.7,436.8,404.7,616.3,119.5,1,0,KEEP_INCOV_UNCHARTED
805,42.359614,-71.026510,5,0.560,1,77.0,DYKCON,77.0,79.6,245.2,668.8,109.6,1,0,UNKNOWN_INCOV
806,42.357603,-71.027753,5,0.529,1,23.2,SLCONS,23.2,23.2,64.0,520.8,289.4,1,0,SUPPRESS_CHARTED
807,42.354177,-71.032361,5,0.591,1,370.4,SLCONS,272.0,370.4,272.0,386.8,189.6,1,0,KEEP_INCOV_UNCHARTED
808,42.363153,-71.043531,5,0.508,1,194.8,SLCONS,194.8,194.8,582.6,145.8,397.8,1,0,KEEP_INCOV_UNCHARTED
809,42.357530,-71.092553,5,0.960,1,845.9,SLCONS,845.9,611.8,3681.7,414.1,3362.6,1,0,KEEP_INCOV_UNCHARTED
810,42.355565,-71.091753,5,0.960,1,741.3,SLCONS,741.3,677.5,3632.2,436.7,3403.7,1,0,KEEP_INCOV_UNCHARTED
811,42.356457,-71.092542,5,0.913,1,824.7,SLCONS,824.7,612.8,3687.8,445.8,3414.3,1,0,KEEP_INCOV_UNCHARTED
812,42.357891,-71.088953,5,0.632,1,556.5,SLCONS,556.5,503.2,3384.6,115.6,3079.2,1,0,KEEP_INCOV_UNCHARTED
813,42.360676,-71.083491,5,0.471,2,60.1,BUISGL,60.1,75.6,2940.0,339.4,2539.9,1,0,UNKNOWN_INCOV
814,42.355572,-71.091846,5,0.882,1,749.0,SLCONS,749.0,669.9,3639.8,442.5,3410.0,1,0,KEEP_INCOV_UNCHARTED
815,42.355587,-71.086830,5,0.866,1,347.1,SLCONS,347.1,328.8,3229.9,213.8,3044.3,1,0,KEEP_INCOV_UNCHARTED
816,42.358073,-71.091903,5,0.740,1,776.6,SLCONS,776.6,665.2,3626.2,354.7,3288.6,1,0,KEEP_INCOV_UNCHARTED
817,42.361924,-71.086679,5,0.581,1,318.1,BUISGL,318.1,369.6,3212.6,394.3,2728.0,1,0,KEEP_INCOV_UNCHARTED
818,42.354702,-71.083430,5,0.261,2,51.1,SLCONS,51.1,49.5,2966.7,386.3,2774.3,1,0,UNKNOWN_INCOV
819,42.361904,-71.078348,5,0.519,1,8.0,SLCONS,8.0,8.0,2532.5,356.5,2100.3,1,0,SUPPRESS_CHARTED
820,42.361166,-71.083817,5,0.917,1,81.6,BUISGL,81.6,134.2,2970.7,375.6,2541.7,1,0,UNKNOWN_INCOV
821,42.361482,-71.080137,5,0.917,1,19.9,BUISGL,19.9,39.7,2673.0,299.0,2252.8,1,0,SUPPRESS_CHARTED
822,42.355956,-71.076066,5,0.874,1,49.2,SLCONS,49.2,49.2,2347.6,391.3,2164.6,1,0,SUPPRESS_CHARTED
823,42.354927,-71.076997,5,0.832,1,43.9,BUISGL,43.9,130.5,2441.7,435.0,2245.3,1,0,SUPPRESS_CHARTED
824,42.354680,-71.079377,5,0.739,1,72.1,BUISGL,72.1,88.3,2639.0,353.2,2441.8,1,0,UNKNOWN_INCOV
825,42.361867,-71.081596,5,0.605,1,9.8,BUISGL,9.8,97.2,2796.8,376.6,2343.2,1,0,SUPPRESS_CHARTED
826,42.355527,-71.075569,5,0.626,1,92.5,BRIDGE,92.5,110.5,2314.6,453.9,2126.8,1,0,UNKNOWN_INCOV
827,42.354595,-71.078513,5,0.658,1,48.8,BUISGL,48.8,121.3,2571.0,392.7,2371.2,1,0,SUPPRESS_CHARTED
828,42.354189,-71.080348,5,0.501,1,39.1,BUISGL,39.1,111.7,2727.6,387.0,2524.2,1,0,SUPPRESS_CHARTED
829,42.361034,-71.079733,5,0.617,1,8.2,BRIDGE,8.2,17.9,2635.1,246.1,2245.7,1,0,SUPPRESS_CHARTED
830,42.358011,-71.084404,5,0.586,1,258.9,SLCONS,258.9,129.5,3010.6,101.0,2744.3,1,0,KEEP_INCOV_UNCHARTED
831,42.361218,-71.078248,5,0.555,1,25.3,BRIDGE,25.3,33.8,2515.6,286.7,2128.5,1,0,SUPPRESS_CHARTED
832,42.379866,-71.045411,5,0.939,1,183.4,SLCONS,183.4,183.4,556.6,149.1,202.2,0,0,UNKNOWN_OUTCOV
833,42.378512,-71.044396,5,0.909,1,94.5,SLCONS,94.5,94.5,664.8,128.0,199.5,0,0,UNKNOWN_OUTCOV
834,42.376920,-71.041510,5,0.763,1,24.6,SLCONS,35.5,14.0,697.6,394.3,357.7,0,0,SUPPRESS_CHARTED
835,42.375560,-71.050535,5,0.886,1,9.7,BUISGL,9.7,23.4,602.0,320.9,677.1,0,0,SUPPRESS_CHARTED
836,42.378308,-71.043518,5,0.941,1,28.9,SLCONS,43.6,43.6,671.0,202.1,188.9,0,0,SUPPRESS_CHARTED
837,42.375060,-71.044233,5,0.617,1,33.0,SLCONS,99.0,174.3,417.1,219.4,554.4,0,0,UNKNOWN_OUTCOV
838,42.376217,-71.049049,5,0.656,1,3.1,PONTON,3.1,65.4,593.7,198.8,590.1,0,0,SUPPRESS_CHARTED
839,42.376267,-71.049371,5,0.698,1,4.7,PONTON,4.7,39.7,611.2,225.7,590.5,0,0,SUPPRESS_CHARTED
840,42.376220,-71.050026,5,0.802,1,9.4,BUISGL,9.4,11.3,634.9,278.9,610.9,0,0,SUPPRESS_CHARTED
841,42.376698,-71.041421,5,0.867,1,3.6,SLCONS,12.2,3.6,680.1,405.1,383.4,0,0,SUPPRESS_CHARTED
842,42.377770,-71.051114,5,0.626,1,24.4,BUISGL,24.4,149.2,828.1,399.5,496.6,0,0,SUPPRESS_CHARTED
843,42.374680,-71.042066,5,0.669,1,1.3,SLCONS,34.1,36.4,466.4,400.5,591.1,1,0,SUPPRESS_CHARTED
844,42.379197,-71.043178,5,0.899,1,3.8,SLCONS,3.8,3.8,569.0,237.7,86.3,0,0,SUPPRESS_CHARTED
845,42.375627,-71.050186,5,0.876,1,2.0,BUISGL,2.0,27.4,589.3,291.5,677.5,0,0,SUPPRESS_CHARTED
846,42.377128,-71.042392,5,0.815,1,3.0,SLCONS,20.8,20.8,685.7,319.3,317.8,0,0,SUPPRESS_CHARTED
847,42.376106,-71.041207,5,0.554,1,2.4,SLCONS,2.4,2.4,634.9,434.9,451.5,0,0,SUPPRESS_CHARTED
848,42.378480,-71.043485,5,0.732,1,24.9,SLCONS,26.5,26.5,651.7,202.8,169.8,0,0,SUPPRESS_CHARTED
849,42.378261,-71.051172,5,0.511,1,6.4,BUISGL,6.4,133.7,877.1,412.4,456.2,0,0,SUPPRESS_CHARTED
850,42.375595,-71.041816,5,0.721,1,3.3,SLCONS,3.3,3.3,559.7,398.8,493.7,0,0,SUPPRESS_CHARTED
851,42.374673,-71.048367,5,0.563,1,4.8,PONTON,4.8,63.0,416.5,195.3,731.4,1,0,SUPPRESS_CHARTED
852,42.379878,-71.047591,5,0.542,1,7.9,SLCONS,7.9,7.9,660.4,197.1,171.5,0,0,SUPPRESS_CHARTED
853,42.377833,-71.041138,5,0.585,1,7.2,BUISGL,7.2,53.8,719.4,403.5,279.2,0,0,SUPPRESS_CHARTED
854,42.375841,-71.041708,5,0.648,1,3.4,SLCONS,3.4,3.4,587.2,401.3,468.8,0,0,SUPPRESS_CHARTED
855,42.380488,-71.048814,5,0.522,1,38.4,BUISGL,38.4,44.8,688.8,316.4,142.1,0,0,SUPPRESS_CHARTED
856,42.378486,-71.042021,5,0.544,1,19.6,BUISGL,19.6,44.1,642.0,323.0,180.5,0,0,SUPPRESS_CHARTED
857,42.378751,-71.041160,5,0.522,1,8.0,BUISGL,8.0,34.5,617.8,393.9,196.4,0,0,SUPPRESS_CHARTED
858,42.376924,-71.040872,5,0.543,1,48.9,SLCONS,55.2,37.2,725.5,446.2,378.0,0,0,SUPPRESS_CHARTED
859,42.354689,-71.042975,4,0.715,2,13.5,PONTON,13.5,54.8,114.3,639.0,425.8,1,0,SUPPRESS_CHARTED
860,42.358040,-71.046589,4,0.318,2,100.0,OBSTRN,141.8,182.5,141.8,535.9,330.5,1,1,KEEP_ANCHORAGE
861,42.364966,-71.049122,4,0.955,1,3.3,SLCONS,3.3,3.3,676.8,362.2,419.4,1,0,SUPPRESS_CHARTED
862,42.366106,-71.051293,4,0.955,2,14.1,BUISGL,14.1,94.4,751.9,580.3,549.3,1,0,SUPPRESS_CHARTED
863,42.366155,-71.043291,4,0.073,2,67.5,SLCONS,79.1,79.1,624.6,351.4,116.1,1,0,UNKNOWN_INCOV
864,42.367038,-71.037461,4,0.318,2,238.1,SLCONS,238.1,238.1,839.4,762.0,582.5,1,0,KEEP_INCOV_UNCHARTED
865,42.366645,-71.038116,4,0.104,2,178.9,SLCONS,178.9,178.9,824.4,693.2,527.2,1,0,KEEP_INCOV_UNCHARTED
866,42.358747,-71.043845,4,0.637,2,288.1,OBSTRN,324.4,343.4,324.4,457.2,522.8,1,0,KEEP_INCOV_UNCHARTED
867,42.363425,-71.052123,4,0.891,1,107.4,BUISGL,107.4,116.8,611.2,552.7,339.9,1,0,KEEP_INCOV_UNCHARTED
868,42.366569,-71.037763,4,0.572,2,184.6,SLCONS,184.6,184.6,852.0,713.7,556.3,1,0,KEEP_INCOV_UNCHARTED
869,42.358234,-71.044784,4,0.702,1,192.2,OBSTRN,259.2,309.0,259.2,509.0,459.9,1,1,KEEP_ANCHORAGE
870,42.365880,-71.050275,4,0.759,2,1.9,BUISGL,1.9,18.7,725.7,496.4,471.6,1,0,SUPPRESS_CHARTED
871,42.368338,-71.040267,4,0.637,1,32.6,BUISGL,32.6,154.4,568.3,690.3,397.4,1,0,SUPPRESS_CHARTED
872,42.365703,-71.038063,4,0.254,2,91.3,SLCONS,91.3,91.3,899.2,648.2,542.0,1,0,UNKNOWN_INCOV
873,42.366072,-71.037472,4,0.572,2,130.7,SLCONS,130.7,130.7,906.1,709.4,583.7,1,0,KEEP_INCOV_UNCHARTED
874,42.361925,-71.052397,4,0.572,1,130.1,SLCONS,130.1,130.1,502.4,578.8,242.6,1,0,KEEP_INCOV_UNCHARTED
875,42.361466,-71.056941,4,0.637,1,306.7,BUISGL,306.7,503.7,802.3,955.5,590.9,1,0,KEEP_INCOV_UNCHARTED
876,42.366595,-71.040767,4,0.701,2,69.0,BUISGL,69.0,70.5,678.7,517.0,309.5,1,0,UNKNOWN_INCOV
877,42.365034,-71.037183,4,0.701,2,25.5,SLCONS,25.5,25.5,827.2,644.7,630.1,1,0,SUPPRESS_CHARTED
878,42.358699,-71.045393,4,0.254,2,199.5,OBSTRN,198.5,237.5,198.5,454.4,398.5,1,1,KEEP_ANCHORAGE
879,42.357898,-71.045665,4,0.318,2,113.8,OBSTRN,210.3,257.0,210.3,543.7,405.5,1,1,KEEP_ANCHORAGE
880,42.354910,-71.046299,4,0.318,2,21.0,SLCONS,21.0,21.0,190.5,816.5,281.2,1,0,SUPPRESS_CHARTED
881,42.360315,-71.047592,4,0.637,2,9.1,SLCONS,9.1,9.1,151.5,326.3,185.4,1,0,SUPPRESS_CHARTED
882,42.368799,-71.051726,4,0.637,2,8.6,SLCONS,8.6,8.6,575.7,329.2,360.2,1,0,SUPPRESS_CHARTED
883,42.363902,-71.039571,4,0.104,2,17.8,SLCONS,17.8,17.8,870.2,473.5,509.7,1,0,SUPPRESS_CHARTED
884,42.358948,-71.046321,4,0.318,2,144.5,PILPNT,120.1,162.9,120.1,432.7,318.4,1,1,KEEP_ANCHORAGE
885,42.365690,-71.040655,4,0.529,2,5.9,SLCONS,5.9,5.9,766.5,460.4,336.1,1,0,SUPPRESS_CHARTED
886,42.366790,-71.037997,4,0.239,2,197.7,SLCONS,197.7,197.7,821.5,710.1,537.2,1,0,KEEP_INCOV_UNCHARTED
887,42.366345,-71.038045,4,0.135,2,151.7,SLCONS,151.7,151.7,850.7,681.3,534.1,1,0,KEEP_INCOV_UNCHARTED
888,42.358240,-71.047226,4,0.632,2,105.6,SLCONS,92.3,126.0,92.3,526.1,273.9,1,1,KEEP_ANCHORAGE
889,42.365225,-71.046876,4,0.254,2,134.5,SLCONS,153.4,156.5,700.6,245.1,249.6,1,0,KEEP_INCOV_UNCHARTED
890,42.358338,-71.045389,4,0.448,2,166.1,OBSTRN,208.5,260.1,208.5,494.5,409.0,1,1,KEEP_ANCHORAGE
891,42.364388,-71.041144,4,0.218,2,32.6,SLCONS,32.6,32.6,813.4,359.0,375.5,1,0,SUPPRESS_CHARTED
892,42.365731,-71.037535,4,0.560,2,92.9,SLCONS,92.9,92.9,899.0,689.3,584.0,1,0,UNKNOWN_INCOV
893,42.361848,-71.033862,4,0.318,2,4.8,SLCONS,4.8,4.8,408.1,437.6,547.0,1,0,SUPPRESS_CHARTED
894,42.360498,-71.047189,4,0.373,2,40.3,SLCONS,40.3,40.3,177.8,291.8,211.5,1,0,SUPPRESS_CHARTED
895,42.362791,-71.048953,4,0.318,2,5.3,SLCONS,5.3,5.3,436.7,288.0,217.0,1,0,SUPPRESS_CHARTED
896,42.365195,-71.053614,4,0.695,2,154.2,LNDMRK,154.2,224.8,842.7,635.3,571.6,1,0,KEEP_INCOV_UNCHARTED
897,42.368366,-71.051825,4,0.318,2,15.0,SLCONS,15.0,15.0,608.7,360.5,380.0,1,0,SUPPRESS_CHARTED
898,42.367485,-71.050530,4,0.443,2,2.5,SLCONS,2.5,2.5,593.7,503.6,486.5,1,0,SUPPRESS_CHARTED
899,42.366859,-71.040580,4,0.073,2,67.4,BUISGL,67.4,103.6,665.1,548.6,325.6,1,0,UNKNOWN_INCOV
900,42.361238,-71.034132,4,0.665,2,4.1,SLCONS,4.1,22.0,408.3,368.5,549.9,1,0,SUPPRESS_CHARTED
901,42.358327,-71.046617,4,0.332,2,132.0,OBSTRN,118.9,165.7,118.9,504.9,314.6,1,1,KEEP_ANCHORAGE
902,42.354676,-71.047292,4,0.114,2,17.5,SLCONS,17.5,17.5,275.9,897.9,211.8,1,0,SUPPRESS_CHARTED
903,42.365200,-71.038406,4,0.073,2,29.5,SLCONS,29.5,29.5,918.7,601.2,528.6,1,0,SUPPRESS_CHARTED
904,42.371952,-71.055114,4,0.823,1,7.8,SLCONS,7.8,7.8,773.0,122.2,146.7,1,0,SUPPRESS_CHARTED
905,42.373853,-71.056333,4,0.823,1,45.9,DRYDOC,45.9,127.5,910.6,356.1,364.0,1,0,SUPPRESS_CHARTED
906,42.374486,-71.056962,4,0.759,1,130.7,DRYDOC,130.7,57.2,981.9,442.2,445.1,1,0,UNKNOWN_INCOV
907,42.372144,-71.053672,4,0.759,1,7.4,SLCONS,40.2,40.2,656.9,147.2,219.1,1,0,SUPPRESS_CHARTED
908,42.375572,-71.045351,4,0.042,2,136.7,SLCONS,178.2,232.8,456.6,112.9,525.7,0,0,UNKNOWN_OUTCOV
909,42.374888,-71.046578,4,0.759,1,93.7,PONTON,93.7,180.6,385.9,111.8,637.3,1,0,UNKNOWN_INCOV
910,42.371532,-71.046896,4,0.759,1,89.1,SLCONS,96.2,138.9,96.2,485.1,554.6,1,0,UNKNOWN_INCOV
911,42.368587,-71.051448,4,0.946,1,3.3,SLCONS,3.3,3.3,569.2,362.0,391.9,1,0,SUPPRESS_CHARTED
912,42.369239,-71.065261,4,0.759,1,8.0,BRIDGE,8.0,10.6,1624.0,890.2,810.4,1,0,SUPPRESS_CHARTED
913,42.373973,-71.058784,4,0.759,1,164.7,BUISGL,164.7,114.2,1108.0,484.9,461.7,1,0,KEEP_INCOV_UNCHARTED
914,42.374630,-71.050845,4,0.759,2,8.8,BUISGL,8.8,30.5,547.5,371.7,580.1,1,0,SUPPRESS_CHARTED
915,42.365440,-71.053662,4,0.695,1,129.3,LNDMRK,129.3,231.9,867.4,607.9,574.0,1,0,KEEP_INCOV_UNCHARTED
916,42.371305,-71.056336,4,0.759,1,2.9,SLCONS,2.9,2.9,871.8,147.1,105.1,1,0,SUPPRESS_CHARTED
917,42.372221,-71.049393,4,0.759,1,3.0,PONTON,3.0,22.2,312.3,440.4,524.5,1,0,SUPPRESS_CHARTED
918,42.367915,-71.062164,4,0.759,1,10.7,SLCONS,10.7,10.7,1407.2,698.7,612.1,1,0,SUPPRESS_CHARTED
919,42.373572,-71.057356,4,0.759,1,102.4,SLCONS,102.4,102.4,983.4,374.2,361.9,1,0,KEEP_INCOV_UNCHARTED
920,42.376387,-71.051797,4,0.444,2,27.5,BUISGL,27.5,153.6,739.5,425.4,656.1,0,0,SUPPRESS_CHARTED
921,42.374513,-71.049581,4,0.647,2,6.4,PONTON,6.4,21.8,462.9,285.1,643.4,1,0,SUPPRESS_CHARTED
922,42.373803,-71.050229,4,0.146,2,7.8,SLCONS,23.6,23.6,451.4,374.4,551.5,1,0,SUPPRESS_CHARTED
923,42.376231,-71.045692,4,0.084,2,153.6,PONTON,153.6,168.1,528.8,72.8,471.3,0,0,UNKNOWN_OUTCOV
924,42.368551,-71.053259,4,0.695,1,8.0,SLCONS,8.0,8.0,698.9,280.7,278.7,1,0,SUPPRESS_CHARTED
925,42.371769,-71.054538,4,0.507,1,7.3,SLCONS,7.3,7.3,724.6,90.0,143.5,1,0,SUPPRESS_CHARTED
926,42.372650,-71.053371,4,0.507,1,3.2,SLCONS,3.2,3.2,641.4,208.6,278.4,1,0,SUPPRESS_CHARTED
927,42.373136,-71.050856,4,0.443,2,11.4,SLCONS,11.7,11.7,460.0,383.3,465.3,1,0,SUPPRESS_CHARTED
928,42.375152,-71.050854,4,0.501,2,18.8,SLCONS,18.8,17.1,587.0,354.6,625.1,0,0,SUPPRESS_CHARTED
929,42.373362,-71.049071,4,0.443,2,17.7,SLCONS,17.7,17.7,345.6,344.3,601.9,1,0,SUPPRESS_CHARTED
930,42.375356,-71.049076,4,0.511,2,8.6,SLCONS,8.6,8.6,511.7,207.6,684.7,0,0,SUPPRESS_CHARTED
931,42.372458,-71.049365,4,0.443,2,3.2,SLCONS,3.2,3.2,318.2,441.9,536.0,1,0,SUPPRESS_CHARTED
932,42.373520,-71.055086,4,0.507,1,3.2,BUISGL,3.2,58.4,801.8,289.1,320.2,1,0,SUPPRESS_CHARTED
933,42.376960,-71.051853,4,0.443,2,27.2,BUISGL,27.2,178.5,790.7,439.4,605.2,0,0,SUPPRESS_CHARTED
934,42.375796,-71.052085,4,0.128,2,10.5,BUISGL,10.5,88.5,709.7,446.2,634.0,0,0,SUPPRESS_CHARTED
935,42.373758,-71.050513,4,0.064,2,3.2,SLCONS,4.9,4.9,468.0,395.9,530.4,1,0,SUPPRESS_CHARTED
936,42.372928,-71.045143,4,0.379,2,24.3,SLCONS,24.3,24.3,168.6,352.2,680.1,1,0,SUPPRESS_CHARTED
937,42.374227,-71.049083,4,0.063,2,5.9,PONTON,5.9,32.3,411.9,272.1,654.6,1,0,SUPPRESS_CHARTED
938,42.374438,-71.046041,4,0.042,2,148.0,PONTON,148.0,181.0,330.5,169.3,663.9,1,0,KEEP_INCOV_UNCHARTED
939,42.373611,-71.050286,4,0.271,2,4.7,SLCONS,8.7,8.7,443.4,391.5,534.5,1,0,SUPPRESS_CHARTED
940,42.372419,-71.043833,4,0.083,2,10.7,SLCONS,10.7,10.7,187.7,450.5,626.3,1,0,SUPPRESS_CHARTED
941,42.355837,-71.091901,4,0.740,2,758.3,SLCONS,758.3,665.4,3641.3,430.1,3399.8,1,0,KEEP_INCOV_UNCHARTED
942,42.358929,-71.090350,4,0.692,2,630.0,SLCONS,630.0,618.0,3497.3,240.0,3133.2,1,0,KEEP_INCOV_UNCHARTED
943,42.354251,-71.083400,4,0.649,2,60.0,SLCONS,60.0,60.0,2972.7,428.4,2774.1,1,0,UNKNOWN_INCOV
944,42.358920,-71.088329,4,0.774,2,468.4,SLCONS,468.4,452.0,3331.2,93.2,2982.7,1,0,KEEP_INCOV_UNCHARTED
945,42.360549,-71.082487,4,0.422,2,23.2,SLCONS,23.2,23.2,2856.7,305.9,2471.8,1,0,SUPPRESS_CHARTED
946,42.360478,-71.085074,4,0.699,1,187.0,SLCONS,187.0,187.0,3068.4,272.1,2667.2,1,0,KEEP_INCOV_UNCHARTED
947,42.359092,-71.089723,4,0.675,2,575.9,SLCONS,575.9,566.5,3445.7,199.6,3078.7,1,0,KEEP_INCOV_UNCHARTED
948,42.360948,-71.083212,4,0.282,2,32.0,BUISGL,32.0,88.2,2919.2,377.1,2506.4,1,0,SUPPRESS_CHARTED
949,42.354663,-71.082219,4,0.500,2,8.9,SLCONS,8.9,8.9,2869.3,348.0,2675.1,1,0,SUPPRESS_CHARTED
950,42.355315,-71.087990,4,0.626,1,431.8,SLCONS,431.8,424.1,3328.1,262.9,3143.0,1,0,KEEP_INCOV_UNCHARTED
951,42.361248,-71.082522,4,0.144,2,7.2,BUISGL,7.2,95.3,2865.5,361.8,2440.9,1,0,SUPPRESS_CHARTED
952,42.359920,-71.081978,4,0.676,2,43.5,PONTON,43.5,57.0,2811.5,231.3,2466.7,1,0,SUPPRESS_CHARTED
953,42.361225,-71.087970,4,0.074,2,422.7,BUISGL,422.7,437.4,3311.3,315.4,2854.7,1,0,KEEP_INCOV_UNCHARTED
954,42.359899,-71.088661,4,0.701,1,479.4,SLCONS,479.4,479.2,3360.1,194.2,2962.7,1,0,KEEP_INCOV_UNCHARTED
955,42.360287,-71.087672,4,0.500,2,398.1,SLCONS,398.1,398.1,3280.6,208.8,2871.1,1,0,KEEP_INCOV_UNCHARTED
956,42.357294,-71.092211,4,0.584,2,827.6,SLCONS,827.6,639.9,3654.9,391.2,3348.5,1,0,KEEP_INCOV_UNCHARTED
957,42.357080,-71.085213,4,0.042,2,339.6,SLCONS,339.6,195.9,3082.3,105.6,2854.3,1,0,KEEP_INCOV_UNCHARTED
958,42.361019,-71.087988,4,0.200,2,424.0,BUISGL,424.0,433.5,3311.1,293.0,2864.3,1,0,KEEP_INCOV_UNCHARTED
959,42.359749,-71.086422,4,0.326,2,296.9,SLCONS,296.9,295.3,3175.8,168.5,2801.8,1,0,KEEP_INCOV_UNCHARTED
960,42.355337,-71.082797,4,0.352,2,78.0,SLCONS,78.0,4.2,2904.7,298.9,2720.7,1,0,SUPPRESS_CHARTED
961,42.361179,-71.082848,4,0.572,2,8.7,BUISGL,8.7,99.3,2891.4,374.7,2468.4,1,0,SUPPRESS_CHARTED
962,42.354255,-71.083786,4,0.226,2,86.9,SLCONS,86.9,86.9,3003.8,435.1,2805.7,1,0,UNKNOWN_INCOV
963,42.360499,-71.087912,4,0.302,2,419.0,SLCONS,419.0,419.0,3301.4,235.0,2880.1,1,0,KEEP_INCOV_UNCHARTED
964,42.360673,-71.089252,4,0.346,2,528.4,BUISGL,528.4,530.3,3412.3,292.9,2975.0,1,0,KEEP_INCOV_UNCHARTED
965,42.358004,-71.089406,4,0.459,2,585.4,SLCONS,585.4,540.5,3421.4,150.9,3106.8,1,0,KEEP_INCOV_UNCHARTED
966,42.360942,-71.081983,4,0.177,2,13.8,BUISGL,13.8,45.2,2818.4,306.9,2415.4,1,0,SUPPRESS_CHARTED
967,42.359824,-71.085288,4,0.299,3,203.4,SLCONS,203.4,202.2,3082.9,197.6,2714.0,1,0,KEEP_INCOV_UNCHARTED
968,42.359439,-71.084335,4,0.896,2,140.0,SLCONS,140.0,123.8,3003.6,186.2,2663.0,1,0,KEEP_INCOV_UNCHARTED
969,42.359344,-71.083476,4,0.276,2,92.8,SLCONS,92.8,53.3,2932.8,227.0,2605.5,1,0,UNKNOWN_INCOV
970,42.357838,-71.090362,4,0.631,2,665.1,SLCONS,665.1,619.0,3500.5,231.1,3185.4,1,0,KEEP_INCOV_UNCHARTED
971,42.356721,-71.084654,4,0.100,2,280.8,SLCONS,280.8,150.1,3039.5,164.0,2836.4,1,0,KEEP_INCOV_UNCHARTED
972,42.365479,-71.038662,4,0.695,1,42.8,SLCONS,42.8,42.8,884.0,593.1,499.7,1,0,SUPPRESS_CHARTED
973,42.359147,-71.026554,4,0.944,1,65.0,LNDMRK,65.0,89.1,249.8,648.1,144.5,1,0,UNKNOWN_INCOV
974,42.357137,-71.026829,4,0.954,1,23.4,SLCONS,23.4,23.4,125.4,597.0,323.4,1,0,SUPPRESS_CHARTED
975,42.353537,-71.029569,4,0.549,1,416.2,SLCONS,416.2,416.2,423.0,568.9,184.7,1,0,KEEP_INCOV_UNCHARTED
976,42.354665,-71.031042,4,0.912,1,444.3,SLCONS,361.2,444.3,361.2,394.9,289.5,1,0,KEEP_INCOV_UNCHARTED
977,42.352644,-71.043933,4,0.560,1,47.0,SLCONS,47.0,47.0,222.7,870.8,413.8,1,0,SUPPRESS_CHARTED
978,42.355554,-71.045410,4,0.746,1,41.5,PILPNT,41.5,47.8,102.2,715.3,347.4,1,0,SUPPRESS_CHARTED
979,42.357568,-71.029532,4,0.799,1,123.1,SLCONS,85.9,123.1,85.9,374.6,333.7,1,1,KEEP_ANCHORAGE
980,42.363488,-71.029247,4,0.830,1,7.6,SLCONS,24.0,7.6,341.5,783.7,389.9,1,0,SUPPRESS_CHARTED
981,42.363034,-71.029327,4,0.592,1,7.1,SLCONS,50.4,27.7,291.0,737.1,345.7,1,0,SUPPRESS_CHARTED
982,42.361189,-71.026836,4,0.519,1,6.6,SLCONS,6.6,6.6,219.1,728.7,125.6,1,0,SUPPRESS_CHARTED
983,42.356291,-71.027989,4,0.819,1,154.8,SLCONS,108.9,154.8,108.9,516.3,226.6,1,1,KEEP_ANCHORAGE
984,42.365213,-71.029226,4,0.768,1,7.2,BUISGL,7.2,106.9,533.3,954.3,573.1,1,0,SUPPRESS_CHARTED
985,42.364802,-71.029234,4,0.903,1,5.1,BUISGL,5.1,85.0,487.6,913.1,529.0,1,0,SUPPRESS_CHARTED
986,42.364396,-71.029238,4,0.934,1,21.2,BUISGL,21.2,63.1,442.5,872.6,485.6,1,0,SUPPRESS_CHARTED
987,42.356708,-71.027146,4,0.923,1,77.3,SLCONS,77.3,77.3,114.9,575.6,272.3,1,1,KEEP_ANCHORAGE
988,42.356440,-71.045959,4,0.663,1,93.8,OBSTRN,139.2,145.5,175.4,702.7,318.4,1,0,UNKNOWN_INCOV
989,42.362352,-71.043025,4,0.902,1,241.5,SLCONS,241.5,241.5,543.2,204.7,494.1,1,0,KEEP_INCOV_UNCHARTED
990,42.361891,-71.028574,4,0.758,1,69.0,PONTON,69.0,163.7,174.1,673.0,204.5,1,0,UNKNOWN_INCOV
991,42.362030,-71.027972,4,0.654,1,64.3,PONTON,64.3,118.3,209.4,718.1,205.6,1,0,UNKNOWN_INCOV
992,42.357596,-71.025941,4,0.560,1,57.4,DYKCON,57.4,59.7,202.0,669.5,319.6,1,0,UNKNOWN_INCOV
993,42.358930,-71.030472,4,0.675,1,123.4,PILPNT,111.1,204.4,111.1,341.4,276.0,1,0,KEEP_INCOV_UNCHARTED
994,42.356217,-71.028324,4,0.861,1,177.0,SLCONS,113.0,177.0,113.0,491.7,224.6,1,1,KEEP_ANCHORAGE
995,42.352837,-71.031471,4,0.912,1,272.1,SLCONS,272.1,272.1,319.2,552.5,229.4,1,0,KEEP_INCOV_UNCHARTED
996,42.359173,-71.026272,4,0.851,1,78.7,BUISGL,78.7,104.5,272.5,671.2,157.1,1,0,UNKNOWN_INCOV
997,42.356652,-71.027461,4,0.819,1,97.1,SLCONS,97.1,97.1,97.5,550.9,264.1,1,1,KEEP_ANCHORAGE
998,42.354893,-71.028290,4,0.581,1,297.6,SLCONS,260.3,297.6,260.3,552.7,91.0,1,1,KEEP_ANCHORAGE
